Open,High,Low,Adj Close,Volume,score,industry,event,3 MA,MA_ratio,EUR/USD
26.57,26.58,25.35,26.120001,460700,0.9986371397972108,56,19,25.40000033333333,0.3377747655834291,1.101091
26.030001,26.25,25.02,25.299999,456200,0.9986371397972108,56,19,25.223334,0.3242072234687393,1.096924
25.440001,26.76,25.290001,26.48,425300,0.9986371397972108,56,19,25.013333666666668,0.334720494992744,1.101091
26.25,26.75,25.049999,26.58,391800,0.9986371397972108,56,19,24.96666666666667,0.4255597968192142,1.106893
27.09,27.17,26.27,27.1,424700,0.9986371397972108,56,19,25.11999966666666,0.3543737933793395,1.102293
27.290001,28.75,26.75,28.52,555200,0.9986371397972108,56,19,25.72,0.4467263582184182,1.101868
28.08,29.24,27.780001,28.950001,532000,0.9986371397972108,56,19,26.4,0.341372159263998,1.099614
29.959999,30.280001,27.01,29.41,671000,0.9986371397972108,56,19,27.190000333333337,0.4035507433807087,1.096467
30.48,33.799999,29.950001,32.360001,835000,0.9986371397972108,56,19,27.96000033333333,0.3899585780067499,1.098406
32.740002,32.84,30.309999,30.58,537100,0.9986371397972108,56,19,29.240000666666663,0.3353365555567291,1.091215
30.65,31.610001,30.16,30.629999,468100,0.9986371397972108,56,19,29.783333666666664,0.3781821133461409,1.08527
29.799999,29.870001,27.77,28.450001,521600,0.9986371397972108,56,19,30.19,0.4246508890473063,1.08737
28.809999,28.93,27.84,28.32,317600,0.9986371397972108,56,19,28.886666666666667,0.3743216022811413,1.086567
28.18,28.18,26.74,27.6,385100,0.9986371397972108,56,19,28.133333333333336,0.315934273399483,1.083835
27.91,28.110001,26.52,26.73,415500,0.9986371397972108,56,19,27.123333666666667,0.3179747006478963,1.07754
26.73,27.76,26.51,27.190001,625600,0.9986371397972108,56,19,26.55,0.3156902309949305,1.082275
27.17,28.860001,27.1,28.25,337000,0.9986371397972108,56,19,26.173333666666664,0.3133386553204191,1.081105
28.110001,28.610001,27.309999,28.23,238200,0.9986371397972108,56,19,26.390000333333333,0.3342121577872594,1.076971
28.370001,28.370001,26.75,27.0,324700,0.9986371397972108,56,19,26.890000333333333,0.2721653532366924,1.075732
27.01,27.370001,26.51,27.17,231000,0.9986371397972108,56,19,26.826666666666668,0.347263403544615,1.072444
27.5,27.82,25.66,26.6,240500,0.9986371397972108,56,19,26.46666666666667,0.3444529992645566,1.072306
26.66,28.34,26.48,27.34,430700,0.9986371397972108,56,19,25.923333333333336,0.3431094814161415,1.070767
27.41,27.57,26.75,27.07,270400,0.9986371397972108,56,19,26.036666666666665,0.3151769921460541,1.073307
27.43,27.66,26.450001,26.879999,307600,0.9986371397972108,56,19,26.00333333333333,0.3973426091660608,1.069519
26.66,27.389999,26.530001,26.969999,244100,0.9986371397972108,56,19,26.09666633333333,0.3995520162028931,1.076079
26.84,27.58,26.57,26.75,309300,0.9986371397972108,56,19,25.973332666666664,0.3496314874993438,1.069862
27.530001,28.799999,26.719999,28.48,347800,0.9986371397972108,56,19,25.866666,0.4916316233972776,1.07118
28.5,29.389999,27.870001,28.389999,201100,0.9986371397972108,56,19,26.39999966666667,0.3114232795682708,1.069805
28.620001,28.83,27.309999,27.49,221900,0.9986371397972108,56,19,26.873333,0.3329250457717317,1.070744
27.76,28.129999,26.93,27.41,331600,0.9986371397972108,56,19,27.11999966666667,0.3197554189992918,1.078272
