Open,High,Low,Adj Close,Volume,score,industry,event,3 MA,MA_ratio,EUR/USD
185.770004,186.199997,181.919998,183.119995,1052800,0.9997844099998474,56,26,188.7033333333333,3.79012101285777,1.106893
185.559998,190.809998,183.429993,189.789993,681000,0.9997844099998474,56,26,184.59333266666667,3.534241784116168,1.102293
191.119995,191.429993,185.669998,189.809998,364600,0.9997844099998474,56,26,185.226664,5.739953762807318,1.101868
188.110001,188.770004,185.270004,187.160004,688300,0.9997844099998474,56,26,186.5733286666667,5.442562606630906,1.099614
188.539993,192.820007,188.449997,191.880005,703200,0.9997844099998474,56,26,187.91999833333333,3.9957175078329255,1.096467
191.360001,200.110001,189.580002,199.110001,1296600,0.9997844099998474,56,26,188.616669,5.984946091346847,1.098406
200.509995,201.949997,197.009995,200.0,790100,0.9997844099998474,56,26,191.71667,5.363704572636077,1.091215
200.050003,206.630005,197.080002,205.850006,998800,0.9997844099998474,56,26,195.99666866666664,5.003024120442624,1.08527
205.449997,209.089996,202.800003,206.559998,928900,0.9997844099998474,56,26,200.65333566666664,4.414344671542259,1.08737
207.710007,211.660004,207.070007,210.660004,956300,0.9997844099998474,56,26,203.136668,4.06748766100448,1.086567
210.330002,212.720001,201.770004,208.210007,703400,0.9997844099998474,56,26,206.6900026666667,4.719421548026289,1.083835
209.119995,213.440002,205.949997,212.779999,683800,0.9997844099998474,56,26,207.47666966666665,5.1805203284565735,1.07754
213.380005,217.589996,212.899994,215.910004,628700,0.9997844099998474,56,26,209.5500033333333,6.317007031951049,1.082275
214.820007,217.289993,211.470001,212.070007,608900,0.9997844099998474,56,26,211.30000333333336,4.427899104189495,1.081105
206.419998,208.270004,203.009995,206.860001,574700,0.9997844099998474,56,26,212.58667,4.62165850032974,1.076971
207.070007,208.490005,202.589996,202.990005,712100,0.9997844099998474,56,26,210.61333733333333,4.908161604032053,1.075732
203.570007,205.080002,201.350006,203.690002,513000,0.9997844099998474,56,26,206.306671,4.81554106977469,1.072444
205.119995,211.619995,204.380005,208.470001,668900,0.9997844099998474,56,26,203.513336,4.801653076218301,1.072306
207.380005,213.410004,206.399994,213.029999,634400,0.9997844099998474,56,26,204.05000266666664,5.043239963149809,1.070767
212.460007,215.960007,210.440002,215.850006,608100,0.9997844099998474,56,26,207.3966673333333,5.27358343091526,1.073307
217.919998,221.850006,215.880005,221.449997,742800,0.9997844099998474,56,26,211.450002,3.8325934344860153,1.069519
219.399994,221.210007,216.779999,218.990005,443800,0.9997844099998474,56,26,215.7766673333333,3.947472832229999,1.076079
219.199997,224.020004,219.0,223.889999,442500,0.9997844099998474,56,26,217.763336,3.916967024439062,1.069862
223.729996,231.139999,223.330002,226.259995,753600,0.9997844099998474,56,26,220.4433336666667,4.079895379521905,1.07118
225.389999,227.130005,222.020004,225.059998,266400,0.9997844099998474,56,26,222.0466663333333,4.611782584352665,1.069805
225.809998,225.809998,221.089996,221.929993,457000,0.9997844099998474,56,26,224.0699973333333,5.000955473925668,1.070744
222.259995,229.699997,222.259995,227.929993,298500,0.9997844099998474,56,26,223.416662,5.061679738596979,1.078272
228.190002,231.720001,227.899994,231.089996,348700,0.9997844099998474,56,26,223.973328,4.9946899822193584,1.075095
231.610001,235.100006,229.740005,230.539993,469200,0.9997844099998474,56,26,225.98332733333336,3.367176577622092,1.076299
229.720001,235.179993,228.330002,233.619995,595000,0.9997844099998474,56,26,228.8533273333333,4.152053873505927,1.078935
