Open,High,Low,Adj Close,Volume,score,industry,event,3 MA,MA_ratio,EUR/USD
10.57,10.76,10.08,10.22,1076100,0.9998146891593932,56,19,9.61,0.1277958840416585,1.084305
10.39,10.39,9.28,9.59,5660400,0.9998146891593932,56,19,9.613333333333332,0.122662652623899,1.094595
9.55,9.87,9.0,9.44,1425100,0.9998146891593932,56,19,9.166666666666666,0.1266403116010564,1.094212
9.34,9.8,8.97,9.66,1217100,0.9998146891593932,56,19,8.75,0.1610090391245263,1.09243
9.62,9.97,9.263,9.28,1121500,0.9998146891593932,56,19,8.563333333333334,0.1340760673103713,1.092037
9.19,9.2,8.27,8.78,2529300,0.9998146891593932,56,19,8.46,0.1690173325251924,1.099264
8.72,8.74,8.305,8.545,800000,0.9998146891593932,56,19,8.24,0.1291569451761695,1.09589
8.7,8.7,8.11,8.47,988500,0.9998146891593932,56,19,7.868333333333332,0.1526819918501816,1.090667
8.5,8.63,8.3,8.62,915900,0.9998146891593932,56,19,7.598333333333333,0.1475394443096477,1.091048
8.77,8.77,8.25,8.33,2021600,0.9998146891593932,56,19,7.545,0.1268733959294895,1.095722
8.39,9.88,8.27,9.53,1781400,0.9998146891593932,56,19,7.473333333333333,0.1430838606914092,1.091584
9.54,9.67,8.69,8.75,707700,0.9998146891593932,56,19,7.826666666666666,0.1606651570940772,1.086803
8.78,9.38,8.72,9.29,851800,0.9998146891593932,56,19,7.869999999999999,0.1416232500281109,1.09075
9.11,9.58,8.94,9.3,1084600,0.9998146891593932,56,19,8.19,0.1195326113198751,1.09131
9.34,9.56,9.22,9.25,724800,0.9998146891593932,56,19,8.113333333333332,0.1203045997293209,1.088495
9.3,9.7,9.155,9.7,851000,0.9998146891593932,56,19,8.28,0.1194402787420415,1.085658
9.69,9.7,9.198,9.3,692400,0.9998146891593932,56,19,8.416666666666666,0.1185505684296209,1.089064
9.5,9.96,9.34,9.62,697400,0.9998146891593932,56,19,8.416666666666666,0.1264479840230801,1.096972
9.65,9.77,9.37,9.39,336500,0.9998146891593932,56,19,8.540000000000001,0.1029727956803287,1.100594
9.36,9.59,9.12,9.44,584300,0.9998146891593932,56,19,8.436666666666667,0.1313858765460022,1.101406
9.8,11.39,9.505,10.98,1673600,0.9998146891593932,56,19,8.483333333333333,0.1303225700587217,1.114455
10.96,11.05,10.53,10.59,660200,0.9998146891593932,56,19,8.936666666666667,0.129814254847941,1.122347
10.66,10.864,10.285,10.4,519300,0.9998146891593932,56,19,9.336666666666666,0.1192460966446803,1.122776
10.4,10.75,10.115,10.36,560700,0.9998146891593932,56,19,9.656666666666668,0.15033316629822,1.12376
10.46,10.92,10.27,10.49,967800,0.9998146891593932,56,19,9.45,0.1511690876110278,1.122889
10.47,10.58,9.85,10.3,757400,0.9998146891593932,56,19,9.416666666666666,0.1322818327076673,1.120523
10.3,10.6,10.05,10.49,597900,0.9998146891593932,56,19,9.383333333333333,0.186007080269507,1.11371
10.46,10.56,10.237,10.44,931000,0.9998146891593932,56,19,9.426666666666668,0.1178258928100702,1.112533
10.48,10.68,9.96,10.0,788500,0.9998146891593932,56,19,9.409999999999998,0.1259610097590291,1.106317
10.14,10.9,10.14,10.86,821000,0.9998146891593932,56,19,9.31,0.1209783281990978,1.105046
