Open,High,Low,Adj Close,Volume,score,industry,event,3 MA,MA_ratio,EUR/USD
11.26,11.275,10.79,10.93,611400,0.9998379945755004,56,25,10.696666666666667,0.1967272349300516,1.075732
10.96,11.1,10.705,10.9,510000,0.9998379945755004,56,25,10.313333333333333,0.1857655441200432,1.072444
10.89,11.12,10.48,10.75,569300,0.9998379945755004,56,25,10.046666666666669,0.2674904405301649,1.072306
10.76,11.31,10.37,10.62,1188600,0.9998379945755004,56,25,9.86,0.2566462809222679,1.070767
10.64,11.13,10.515,10.87,567400,0.9998379945755004,56,25,9.756666666666666,0.1980042003422665,1.073307
11.06,11.165,10.77,11.15,658200,0.9998379945755004,56,25,9.746666666666664,0.278786340285964,1.069519
11.2,11.35,10.91,11.26,639700,0.9998379945755004,56,25,9.88,0.2674215872238716,1.076079
11.28,11.58,11.01,11.55,1005400,0.9998379945755004,56,25,10.093333333333334,0.2490932141504972,1.069862
11.55,11.995,11.48,11.86,1504400,0.9998379945755004,56,25,10.32,0.222022362889429,1.07118
11.79,11.96,11.56,11.89,1571700,0.9998379945755004,56,25,10.556666666666668,0.2067613606637187,1.069805
11.98,11.988,11.625,11.76,527700,0.9998379945755004,56,25,10.766666666666666,0.2403600886244873,1.070744
11.88,12.19,11.58,11.7,917100,0.9998379945755004,56,25,10.836666666666666,0.2513236942512317,1.078272
11.73,12.41,11.59,12.17,957300,0.9998379945755004,56,25,10.783333333333331,0.3122224817427685,1.075095
12.22,12.42,11.92,12.19,925700,0.9998379945755004,56,25,10.876666666666663,0.2458417202209373,1.076299
12.19,12.71,12.145,12.48,4369400,0.9998379945755004,56,25,11.02,0.2536035170990729,1.078935
12.69,12.69,11.7,12.12,7069700,0.9998379945755004,56,25,11.28,0.2439424060569356,1.084305
12.0,12.12,10.825,11.61,1854600,0.9998379945755004,56,25,11.263333333333334,0.2476411294951273,1.094595
11.4,11.9,11.22,11.8,803400,0.9998379945755004,56,25,11.07,0.2419251907601615,1.094212
11.77,12.07,11.49,11.66,769200,0.9998379945755004,56,25,10.843333333333334,0.258827852619275,1.09243
11.6,11.68,11.37,11.4,1397800,0.9998379945755004,56,25,10.69,0.2702580722039455,1.092037
11.34,11.528,11.258,11.31,815600,0.9998379945755004,56,25,10.62,0.2103882492557245,1.099264
11.37,11.4,11.13,11.21,1154100,0.9998379945755004,56,25,10.456666666666669,0.2183110372386654,1.09589
11.3,11.6,11.11,11.27,1722900,0.9998379945755004,56,25,10.306666666666668,0.2028582852501039,1.090667
11.3,11.4,11.05,11.09,1026500,0.9998379945755004,56,25,10.263333333333335,0.2308323180379912,1.091048
11.23,11.333,11.02,11.09,879000,0.9998379945755004,56,25,10.19,0.2406374593531536,1.095722
11.08,11.4,11.01,11.35,380800,0.9998379945755004,56,25,10.15,0.2567128448995869,1.091584
11.35,11.49,10.875,11.02,583700,0.9998379945755004,56,25,10.176666666666668,0.2564907383184614,1.086803
10.96,10.96,10.64,10.78,590900,0.9998379945755004,56,25,10.153333333333334,0.2572766045555725,1.09075
10.83,11.05,10.77,11.04,398600,0.9998379945755004,56,25,10.05,0.1779735557140919,1.09131
11.05,11.35,10.98,11.25,854700,0.9998379945755004,56,25,9.946666666666664,0.2273661336011336,1.088495
